artifact_id,description,analysis_profile,source_pipeline,public_target,path,claim_id,table_filter,figure_destination,validation_status,file_exists,file_hash,file_modified
human_event_dataset_matched_table,Three-way matched dataset-level human-event comparison,human_event_inclusion,91_sensitivity_analyses/human_event_inclusion/pipeline.R,files_human_event_evidence_tables,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/H1/Sensitivity/Human_event_inclusion/events__inclusion_comparison__dataset_matched.csv,NA,NA,NA,available,TRUE,facee72aa50b93fd22f3ba074acb599a,2026-08-31 13:00:45.045654
human_event_region_age_matched_table,Three-way matched continent-age human-event comparison,human_event_inclusion,91_sensitivity_analyses/human_event_inclusion/pipeline.R,files_human_event_evidence_tables,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/H1/Sensitivity/Human_event_inclusion/events__inclusion_comparison__region_age_matched.csv,NA,NA,NA,available,TRUE,6f77c56490e9a7096aa44e2e430388c7,2026-08-31 13:00:45.229094
human_event_spatial_zero_truncated_balance_figure,Spatial regional human-event inclusion sensitivity figure using zero-truncated hierarchical composition,human_event_inclusion,91_sensitivity_analyses/human_event_inclusion/pipeline.R,files_human_event_sensitivity_figures,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Sensitivity/Human_event_inclusion/events__inclusion_comparison__spatial_zero_truncated_human_climate_balance.pdf,NA,NA,NA,available,TRUE,66f6f1cf16b0211593af72195adfabbb,2026-08-31 15:36:20.735191
human_event_temporal_zero_truncated_profiles_figure,Temporal zero-truncated human-event profile using all data,human_event_inclusion,91_sensitivity_analyses/human_event_inclusion/pipeline.R,files_human_event_sensitivity_figures,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Sensitivity/Human_event_inclusion/events__inclusion_comparison__temporal_zero_truncated_human_share__space_control__all_data.pdf,NA,NA,NA,available,TRUE,7354ae452c59a16581a3722206091dcd,2026-08-31 20:41:25.036911
human_event_temporal_zero_truncated_changes_figure,Temporal zero-truncated human-event change using all data,human_event_inclusion,91_sensitivity_analyses/human_event_inclusion/pipeline.R,files_human_event_sensitivity_figures,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Sensitivity/Human_event_inclusion/events__inclusion_comparison__temporal_zero_truncated_human_share_change__space_control__all_data.pdf,NA,NA,NA,available,TRUE,58c761fd434bfe4cf92233c3907dbd35,2026-08-31 20:41:25.496994
human_event_evidence_manifest,Hashes for all regional human-event source tables and figures,human_event_inclusion,91_sensitivity_analyses/human_event_inclusion/pipeline.R,file_human_event_evidence_manifest,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/Reporting/events__inclusion_comparison__evidence_manifest.csv,NA,NA,NA,available,TRUE,e2ebbc25adbdef64fc2efe7c80334594,2026-08-31 21:12:51.715681
human_event_sensitivity_response,Rendered reviewer response for regional human-event sensitivity,human_event_inclusion,91_sensitivity_analyses/human_event_inclusion/pipeline.R,response_human_event_sensitivity.qmd,D:/GITHUB/PastHumanImpact/PastHumanImpact/Manuscript/COMMSENV-25-2408/R1/Reply/response_human_event_sensitivity.pdf,NA,NA,NA,available,TRUE,87f8ed123f0c520362335aa287c92a30,2026-08-31 16:46:59.62833
revision_study_overview,Study overview and analytical workflow,overview,01_data_preparation/11_figures/pipeline.R,file_study_overview,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/Overview/study__overview.png,study_scope,not_applicable,figures/figure-01-study-overview.png,available,TRUE,cf010df7b23ba77115e1ffb504647896,2026-09-16 18:35:29.440428
revision_h1_spatial_figure,Time- and space-controlled spatial H1 balance,spd_spatiotemporal_balance,02_h1_spatiotemporal_hvarpart/05_spatial_aggregation/spd_human_climate_balance/pipeline.R,file_spatial_balance_figure,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Spatial/SPD/spd__human_climate_balance__zero_truncated_hierarchical_composition__time_and_space_control.png,h1_spatial,not_applicable,figures/figure-03-h1-spatial-controlled.png,available,TRUE,97d66b398f8c608a80ddec6e6fc5ae08,2026-09-16 18:24:21.899481
revision_h1_temporal_figure,Spatially controlled temporal H1 composition,time_slice_spd_spatial_control,02_h1_spatiotemporal_hvarpart/04_spatial_control/spd/pipeline.R,file_temporal_composition_figure,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/HVarPart/spd_events__human_climate_space__zero_truncated_hierarchical_composition__space_control.png,h1_temporal,not_applicable,figures/figure-04-h1-temporal-controlled.png,available,TRUE,a62a8abb398dbdf19b697db1de1b4279,2026-08-30 21:21:51.728779
revision_h2_figure,H2 PAP interrelationships,h2_interrelationships,05_h2_interrelationships/pipeline.R,file_predictor_interrelationships,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H2/Interrelationships/predictor_interrelationships.png,h2_interrelationships,not_applicable,figures/supplementary-figure-01-h2-interrelationships.png,available,TRUE,682de5f4816fce974d9697a378ab2b20,2026-09-16 21:08:03.629065
revision_pollen_retention_table,Pollen filtering retention and coverage trade-offs,pollen_threshold_diagnostic,01_data_preparation/pollen_thresholds/pipeline.R,file_pollen_retention_overall,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/Dataset_summaries/Pollen/pollen__threshold_retention__overall.csv,pollen_retention,all threshold profiles,NA,available,TRUE,a964b03f0da458c1f9c9fd77e30e2651,2026-08-16 19:28:17.341124
revision_pap_predictions_table,Record-level PAP posterior predictions,pap_temporal,03_temporal_models/06_exports/pipeline.R,file_pap_temporal_predictions,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/H1/Temporal/PAP_trends/pap__temporal_predictions.csv,pap_trajectories,analysis equals pap_temporal,NA,available,TRUE,b87bc8d62bb2e7721747d9ba0c16c09f,2026-09-02 09:52:53.717047
revision_pap_trends_table,Equal-weighted PAP summaries by region and climate zone,pap_temporal,03_temporal_models/07_summaries/pipeline.R,file_pap_temporal_trends,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/H1/Temporal/PAP_trends/pap__temporal_trends__region_and_climate_zone.csv,pap_trajectories,all ten PAPs and observed coverage,NA,available,TRUE,f3e076ab503ea1511dc5cf0a2a31c077,2026-07-19 21:14:31.453476
revision_hvarpart_profiles,Signed zero-truncated and exclude-negative HVarPart profiles,hvarpart_diagnostics,90_diagnostics/hvarpart/pipeline.R,file_hvarpart_profile_comparison,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/Diagnostics/HVarPart/hvarpart__profile_comparison.csv,hvarpart_profiles,all profiles and analysis groups,NA,available,TRUE,29f6cd38c2557d602e24978f18e4401b,2026-09-16 21:33:43.0436
revision_hvarpart_variance,Total adjusted R2 and decomposition inventory,hvarpart_diagnostics,90_diagnostics/hvarpart/pipeline.R,file_hvarpart_variance_summary,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/Diagnostics/HVarPart/hvarpart__variance_summary__overall.csv,hvarpart_fit,all complete decompositions,NA,available,TRUE,511d875b1e37c7efd9fb8742450cb683,2026-09-16 18:41:12.055614
revision_hvarpart_models,Model-level adjusted R2 and decomposition components,hvarpart_diagnostics,90_diagnostics/hvarpart/pipeline.R,file_hvarpart_models,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/Diagnostics/HVarPart/hvarpart__variance_decomposition__models.csv,hvarpart_fit,complete models only,NA,available,TRUE,cea95222f87dafb1db71dbc2596cfd20,2026-09-16 18:41:12.055614
revision_h1_spatial_values,Controlled spatial H1 dataset values,spd_spatiotemporal_balance,02_h1_spatiotemporal_hvarpart/05_spatial_aggregation/spd_human_climate_balance/pipeline.R,file_spatial_balance_values,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/H1/Spatial/SPD/spd__human_climate_balance__dataset_values__time_and_space_control.csv,h1_spatial,eligible controlled records,NA,available,TRUE,cedd8edbedacb33da9dfd63d30af3792,2026-09-16 18:25:08.218012
revision_h1_temporal_values,Controlled temporal H1 region-age values,time_slice_spd_spatial_control,02_h1_spatiotemporal_hvarpart/04_spatial_control/spd/pipeline.R,file_temporal_composition_values,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/H1/Temporal/HVarPart/spd_events__human_climate_space__zero_truncated_hierarchical_composition__space_control.csv,h1_temporal,SPD predictor and estimable rows,NA,available,TRUE,066f1b7b4e99f7dad8b9ab4b3f6c578c,2026-08-28 13:19:15.472977
revision_unique_spatial,Unique adjusted R2 fractions for controlled spatial H1,spd_spatial_control,90_diagnostics/spatiotemporal_dependence/pipeline.R,file_unique_spatial,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/Diagnostics/Spatiotemporal_dependence/spd__human_climate_space__unique_adjusted_r2__space_control.csv,reciprocal_controls,complete unique fractions,NA,available,TRUE,8ede2f2a441d4d21d3065db582a21dde,2026-08-13 13:45:54.514666
revision_unique_temporal,Unique adjusted R2 fractions for controlled temporal H1,spd_events_spatial_control,90_diagnostics/spatiotemporal_dependence/pipeline.R,file_unique_temporal,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/Diagnostics/Spatiotemporal_dependence/spd_events__human_climate_space__unique_adjusted_r2__space_control.csv,reciprocal_controls,SPD predictor and estimable rows,NA,available,TRUE,32f9b3f6f765f2abf35ba79188683bba,2026-08-13 13:45:53.23913
revision_pap_collinearity,PAP correlation and HVarPart influence summary,pap_collinearity,91_sensitivity_analyses/pap_collinearity/pipeline.R,file_pap_collinearity_summary,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/H1/Spatial/SPD/Predictor_collinearity/spd__pap_collinearity__hvarpart_influence__summary.csv,pap_collinearity,all PAP pairs and influence summaries,NA,available,TRUE,b2c63a868d6890fa4bddc735ae786e56,2026-08-31 16:44:09.468472
revision_pap_reduced,Reduced-PAP response sensitivity,pap_collinearity,91_sensitivity_analyses/pap_collinearity/pipeline.R,file_pap_reduced_predictors,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/H1/Spatial/SPD/Predictor_collinearity/spd__human_climate_balance__reduced_predictors.csv,pap_collinearity,all reduced-response profiles,NA,available,TRUE,aeef4d5bf732b81102610387fdd7870b,2026-08-31 16:44:43.639053
revision_moran_spatial,Spatial residual Moran diagnostics,spd_spatiotemporal_balance,90_diagnostics/spatiotemporal_dependence/pipeline.R,file_moran_spatial,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/Diagnostics/Spatiotemporal_dependence/spd__human_climate_balance__moran_diagnostics__time_and_space_control.csv,reciprocal_controls,estimable records,NA,available,TRUE,3fe760ec33004ea391a5516d960a59c9,2026-08-26 07:34:23.309593
revision_moran_temporal,Temporal residual Moran diagnostics,spd_events_spatial_control,90_diagnostics/spatiotemporal_dependence/pipeline.R,file_moran_temporal,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/Diagnostics/Spatiotemporal_dependence/spd_events__human_climate_time__residual_moran__time_control.csv,reciprocal_controls,SPD predictor and estimable series,NA,available,TRUE,e3e8c7c82786b5652ee695cddc614ce4,2026-08-26 07:34:23.292723
revision_thinning,Spatial thinning replicate diagnostics,spd_spatiotemporal_balance,90_diagnostics/spatiotemporal_dependence/pipeline.R,file_thinning,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/Diagnostics/Spatiotemporal_dependence/spd__human_climate_balance__thinning__time_and_space_control.csv.gz,reciprocal_controls,all 250 and 500 km replicates,NA,available,TRUE,76bf6b85603286e13989b8eb183013b8,2026-08-13 13:45:52.575272
revision_spd_radius_spatial,Matched strict-radius spatial comparison,spd_radius,91_sensitivity_analyses/spd_radius/pipeline.R,file_spd_radius_spatial,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/H1/Spatial/SPD/spd__radius_comparison__dataset_paired.csv,spd_radius,paired records only,NA,available,TRUE,38e81be78dae8dea3ab92a9196a93ff6,2026-08-31 15:35:17.960718
revision_spd_radius_temporal,Matched strict-radius temporal comparison,spd_radius,91_sensitivity_analyses/spd_radius/pipeline.R,file_spd_radius_temporal,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/H1/Temporal/HVarPart/spd__radius_comparison__region_age_paired.csv,spd_radius,paired region-age rows only,NA,available,TRUE,29234b0c5e7df536b588155c95905175,2026-08-31 15:35:17.980331
revision_event_spatial,Matched spatial SPD versus event comparison,human_event_inclusion,91_sensitivity_analyses/human_event_inclusion/pipeline.R,file_event_spatial,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/H1/Sensitivity/Human_event_inclusion/events__inclusion_comparison__dataset_matched.csv,event_sensitivity,matched records only,NA,available,TRUE,facee72aa50b93fd22f3ba074acb599a,2026-08-31 13:00:45.045654
revision_event_temporal,Matched temporal SPD versus event comparison,human_event_inclusion,91_sensitivity_analyses/human_event_inclusion/pipeline.R,file_event_temporal,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Tables/H1/Sensitivity/Human_event_inclusion/events__inclusion_comparison__region_age_matched.csv,event_sensitivity,matched region-age rows only,NA,available,TRUE,6f77c56490e9a7096aa44e2e430388c7,2026-08-31 13:00:45.229094
revision_pollen_coverage,Pollen site and sample coverage,pollen_coverage,01_data_preparation/11_figures/pipeline.R,file_pollen_coverage,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/Data/pollen__dataset_coverage.png,pollen_coverage,not_applicable,figures/supplementary-figure-02-pollen-coverage.png,available,TRUE,1b0a98dd5d99e044cae51f7079c058ca,2024-07-08 14:01:33.835844
revision_human_coverage,Human proxy coverage,human_coverage,01_data_preparation/11_figures/pipeline.R,file_human_coverage,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/Data/human_impact__data_coverage.png,human_coverage,not_applicable,figures/supplementary-figure-03-human-coverage.png,available,TRUE,dfbf036fd1119a0476a2288da0dc7ddd,2026-09-16 18:40:08.674822
revision_event_coverage,Regional human-event chronology coverage,event_coverage,01_data_preparation/11_figures/pipeline.R,file_event_coverage,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/Data/events__dataset_coverage.png,event_coverage,not_applicable,figures/supplementary-figure-04-event-coverage.png,available,TRUE,f085652a679ee71a75ace264d05c93bb,2026-09-16 18:40:03.512148
revision_record_examples,Updated record-level examples,predictor_temporal,03_temporal_models/07_figures/pipeline.R,file_record_examples,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/Predictor_trends/datasets__temporal_trends__two_examples.png,record_examples,not_applicable,figures/supplementary-figure-05-record-examples.png,available,TRUE,2f1ae412b71bd1354fb75fbe3a2118ff,2024-08-01 10:06:33.917789
revision_pap_primary,Overview of PAP temporal trajectories,pap_temporal,05_visualisations/h1/temporal/pap_trends.R,not_applicable,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/PAP_trends/pap__temporal_trends__primary.png,pap_trajectories,not_applicable,figures/figure-02-pap-trajectories.png,available,TRUE,0181bdabccd7fbf41edcffa4231427a3,2026-09-18 20:46:48.558796
revision_pap_n0,N0 PAP trajectory,pap_temporal,03_temporal_models/07_figures/pipeline.R,file_pap_n0,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/PAP_trends/pap__temporal_trend__n0.png,pap_trajectories,not_applicable,figures/supplementary-figure-06-pap-n0.png,available,TRUE,0503028c48eee8b7fedd7b6b1a5d9e37,2026-09-18 20:46:50.572687
revision_pap_n1,N1 PAP trajectory,pap_temporal,03_temporal_models/07_figures/pipeline.R,file_pap_n1,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/PAP_trends/pap__temporal_trend__n1.png,pap_trajectories,not_applicable,figures/supplementary-figure-07-pap-n1.png,available,TRUE,b1efb6db84a73041d9a03667091fdd72,2026-09-18 20:46:52.878748
revision_pap_n2,N2 PAP trajectory,pap_temporal,03_temporal_models/07_figures/pipeline.R,file_pap_n2,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/PAP_trends/pap__temporal_trend__n2.png,pap_trajectories,not_applicable,figures/supplementary-figure-08-pap-n2.png,available,TRUE,cb7be90f3b0493a47038f55bff1d1da2,2026-09-18 20:46:55.332317
revision_pap_n1_n2,N1 minus N2 PAP trajectory,pap_temporal,03_temporal_models/07_figures/pipeline.R,file_pap_n1_n2,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/PAP_trends/pap__temporal_trend__n1_minus_n2.png,pap_trajectories,not_applicable,figures/supplementary-figure-09-pap-n1-minus-n2.png,available,TRUE,1089a281938cb6cfb3abfd661366c5cd,2026-09-18 20:46:57.603897
revision_pap_n2_n1,N2 divided by N1 PAP trajectory,pap_temporal,03_temporal_models/07_figures/pipeline.R,file_pap_n2_n1,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/PAP_trends/pap__temporal_trend__n2_divided_by_n1.png,pap_trajectories,not_applicable,figures/supplementary-figure-10-pap-n2-n1.png,available,TRUE,5878a911d142d054a4ee93e1dcce65a1,2026-09-18 20:46:59.855618
revision_pap_n1_n0,N1 divided by N0 PAP trajectory,pap_temporal,03_temporal_models/07_figures/pipeline.R,file_pap_n1_n0,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/PAP_trends/pap__temporal_trend__n1_divided_by_n0.png,pap_trajectories,not_applicable,figures/supplementary-figure-11-pap-n1-n0.png,available,TRUE,8aa0f00fdf3bb03e6b534a283cc5896a,2026-09-18 20:47:02.292038
revision_pap_roc,Rate-of-change PAP trajectory,pap_temporal,03_temporal_models/07_figures/pipeline.R,file_pap_roc,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/PAP_trends/pap__temporal_trend__roc.png,pap_trajectories,not_applicable,figures/supplementary-figure-12-pap-roc.png,available,TRUE,3e8f10c0681a995b5ca708942036670e,2026-09-18 20:47:04.492617
revision_pap_dcca,DCCA axis 1 PAP trajectory,pap_temporal,03_temporal_models/07_figures/pipeline.R,file_pap_dcca,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/PAP_trends/pap__temporal_trend__dcca_axis_1.png,pap_trajectories,not_applicable,figures/supplementary-figure-13-pap-dcca.png,available,TRUE,fefbc1cddf0f89a0806f0ea53ad41bb6,2026-09-18 20:47:06.885109
revision_pap_density_diversity,Density-diversity PAP trajectory,pap_temporal,03_temporal_models/07_figures/pipeline.R,file_pap_density_diversity,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/PAP_trends/pap__temporal_trend__density_diversity.png,pap_trajectories,not_applicable,figures/supplementary-figure-14-pap-density-diversity.png,available,TRUE,023c90642e25d4b4778838e3ad094897,2026-09-18 20:47:09.360081
revision_pap_density_turnover,Density-turnover PAP trajectory,pap_temporal,03_temporal_models/07_figures/pipeline.R,file_pap_density_turnover,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/PAP_trends/pap__temporal_trend__density_turnover.png,pap_trajectories,not_applicable,figures/supplementary-figure-15-pap-density-turnover.png,available,TRUE,91b7d96c5d836e66cddfddc83c030ecf,2026-09-18 20:47:11.791283
revision_predictor_spd,SPD temporal trajectory,predictor_temporal,03_temporal_models/07_figures/pipeline.R,file_predictor_spd,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/Predictor_trends/predictor__temporal_trend__spd.png,predictor_trajectories,not_applicable,figures/supplementary-figure-16-predictor-spd.png,available,TRUE,69ac49ebdfd226547db7d39768c4cd25,2024-05-27 16:26:10.872557
revision_predictor_temp_annual,Annual temperature trajectory,predictor_temporal,03_temporal_models/07_figures/pipeline.R,file_predictor_temp_annual,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/Predictor_trends/predictor__temporal_trend__annual_temperature.png,predictor_trajectories,not_applicable,figures/supplementary-figure-17-predictor-temp-annual.png,available,TRUE,c9748427a67ccce0b754f35989681628,2024-05-27 16:26:10.877558
revision_predictor_temp_cold,Coldest-month temperature trajectory,predictor_temporal,03_temporal_models/07_figures/pipeline.R,file_predictor_temp_cold,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/Predictor_trends/predictor__temporal_trend__coldest_month_temperature.png,predictor_trajectories,not_applicable,figures/supplementary-figure-18-predictor-temp-cold.png,available,TRUE,7258f0518f94804e6241f9e8023355e3,2024-05-27 16:26:10.883566
revision_predictor_prec_summer,Summer precipitation trajectory,predictor_temporal,03_temporal_models/07_figures/pipeline.R,file_predictor_prec_summer,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/Predictor_trends/predictor__temporal_trend__summer_precipitation.png,predictor_trajectories,not_applicable,figures/supplementary-figure-19-predictor-prec-summer.png,available,TRUE,719817184b35267a1147db76df376d1d,2024-05-27 16:26:10.864819
revision_predictor_prec_winter,Winter precipitation trajectory,predictor_temporal,03_temporal_models/07_figures/pipeline.R,file_predictor_prec_winter,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/H1/Temporal/Predictor_trends/predictor__temporal_trend__winter_precipitation.png,predictor_trajectories,not_applicable,figures/supplementary-figure-20-predictor-prec-winter.png,available,TRUE,a6635743bd5c940fd940cc948e8b2953,2024-05-27 16:26:10.868818
revision_event_trends,Regional event chronology trajectory,event_temporal,03_temporal_models/07_figures/pipeline.R,file_event_trends,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/Data/events__predicted_temporal_trends.png,predictor_trajectories,not_applicable,figures/supplementary-figure-21-event-trajectories.png,available,TRUE,9ec8d91345e728e4f471a6fe0a7a6512,2024-08-01 10:06:33.92967
revision_hvar_profile_figure,HVarPart extraction-profile comparison,hvarpart_diagnostics,90_diagnostics/hvarpart/pipeline.R,file_hvarpart_profile_figure,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/Diagnostics/HVarPart/hvarpart__hierarchical_profile_comparison.png,hvarpart_profiles,not_applicable,figures/supplementary-figure-22-hvarpart-profiles.png,available,TRUE,5b61258bc8f41c4b63c8bfaca62091df,2026-09-16 21:33:44.254747
revision_hvar_r2_figure,Adjusted R2 distribution,hvarpart_diagnostics,90_diagnostics/hvarpart/pipeline.R,file_hvarpart_r2_figure,D:/GITHUB/PastHumanImpact/PastHumanImpact/Outputs/Figures/Diagnostics/HVarPart/hvarpart__spatial__adjusted_r2_distribution.png,hvarpart_fit,not_applicable,figures/supplementary-figure-23-adjusted-r2.png,available,TRUE,35e3294c43cc330997e6b540743c654c,2026-09-16 18:41:13.449039
